stratum_name,propertyType,price,rooms,baths,area,administration_price,age,garages,gmaps_geolocations_lat,gmaps_geolocations_lng,published_year,published_month
4,1,530000000,3,2,155.0,360000,1,1,6.1560483,-75.5880241,2024,4
4,1,550000000,3,2,155.0,360000,1,1,6.156467,-75.5882538,2023,9
4,1,550000000,3,2,150.0,312000,1,1,6.156467,-75.5882538,2024,2
4,1,600000000,3,2,100.0,216000,1,1,6.1555043,-75.5895265,2023,3
4,1,500000000,3,2,77.0,455000,1,1,6.1555043,-75.5895265,2024,2
